self,output 0,output 1,output 2,output 3,output 4,flag,username,timestamp
Hello dog,d:\GitHub\HCMUS-NLPS-AIChallenge\reverse_image_search\flagged\output 0\tmpe8ni4m44.jpg,d:\GitHub\HCMUS-NLPS-AIChallenge\reverse_image_search\flagged\output 1\tmpnuvtd8gt.jpg,d:\GitHub\HCMUS-NLPS-AIChallenge\reverse_image_search\flagged\output 2\tmpdi7dquaz.jpg,d:\GitHub\HCMUS-NLPS-AIChallenge\reverse_image_search\flagged\output 3\tmppimh7sau.jpg,d:\GitHub\HCMUS-NLPS-AIChallenge\reverse_image_search\flagged\output 4\tmpc4cmtgvy.jpg,,,2022-10-23 00:21:23.631331
